,Month,mean_temp-MEAN,mean_temp-MEDIAN,mean_temp-VARIANCE,mean_temp-MIN,mean_temp-MAX,min_temp-MEAN,min_temp-MEDIAN,min_temp-VARIANCE,min_temp-MIN,min_temp-MAX,max_temp-MEAN,max_temp-MEDIAN,max_temp-VARIANCE,max_temp-MIN,max_temp-MAX,precip-MEAN,precip-MEDIAN,precip-VARIANCE,precip-MIN,precip-MAX
156,1-1963,32.27,33.7,302.62,-22.9,74.2,23.5,25.3,326.76,-31.7,69.3,43.72,45.0,325.34,-13.9,89.2,0.02,0.0,0.02,0.0,2.68
157,2-1963,38.38,40.0,260.79,-16.4,79.5,28.73,30.4,272.59,-27.0,74.3,50.56,52.3,305.37,-4.5,92.3,0.03,0.0,0.02,0.0,4.45
158,3-1963,49.89,51.0,193.87,1.6,81.3,39.9,39.4,200.94,-15.0,80.1,61.81,64.0,232.75,12.4,94.3,0.03,0.0,0.02,0.0,2.44
159,4-1963,58.25,57.8,153.32,21.3,87.6,48.11,46.9,165.76,8.1,83.3,69.92,70.9,169.17,24.1,106.3,0.02,0.0,0.02,0.0,2.56
160,5-1963,65.52,65.9,112.03,32.8,89.7,55.1,55.4,126.42,21.9,82.4,77.24,78.4,119.36,37.4,102.9,0.02,0.0,0.01,0.0,2.24
161,6-1963,72.85,74.2,79.88,41.4,96.0,62.63,64.0,87.79,27.3,91.0,84.12,85.3,90.15,46.4,105.4,0.03,0.0,0.04,0.0,5.2
162,7-1963,76.74,77.8,60.81,51.6,98.6,66.47,68.0,72.61,36.0,95.4,88.01,88.9,71.76,59.0,109.9,0.03,0.0,0.04,0.0,3.58
163,8-1963,75.25,76.3,69.99,48.1,93.7,65.25,66.0,81.28,33.1,90.3,86.53,88.0,81.34,50.4,108.3,0.03,0.0,0.02,0.0,2.01
164,9-1963,69.57,70.0,88.94,37.0,91.7,59.54,60.1,107.66,25.3,86.0,81.3,82.0,101.74,45.3,109.0,0.03,0.0,0.04,0.0,6.85
165,10-1963,63.63,64.7,82.28,32.8,84.3,52.18,53.1,94.63,14.4,79.3,76.73,78.3,98.7,34.3,100.9,0.01,0.0,0.01,0.0,2.09
166,11-1963,50.4,49.9,115.85,-1.0,80.0,41.51,41.0,133.77,-8.0,73.9,61.02,61.0,133.1,7.0,93.4,0.04,0.0,0.05,0.0,5.91
167,12-1963,33.81,35.5,221.77,-22.5,75.6,25.69,27.3,221.3,-33.0,71.1,43.68,44.4,278.33,-15.0,85.3,0.02,0.0,0.01,0.0,1.81
168,1-1964,38.36,39.3,184.6,-15.9,74.6,29.27,30.0,207.37,-25.1,70.3,49.39,50.0,206.94,-8.0,85.3,0.03,0.0,0.03,0.0,4.29
169,2-1964,37.96,38.7,143.92,-6.2,75.7,28.79,29.3,164.5,-18.9,71.2,48.85,50.0,168.06,7.0,84.4,0.03,0.0,0.02,0.0,3.27
170,3-1964,46.47,46.9,185.99,-13.9,79.5,36.77,36.3,192.07,-24.0,74.3,58.39,61.0,215.43,-2.0,96.3,0.03,0.0,0.03,0.0,3.43
171,4-1964,57.03,57.5,155.33,14.6,86.6,47.17,46.0,172.32,-4.5,80.2,68.67,70.3,170.1,22.5,100.2,0.03,0.0,0.02,0.0,2.64
172,5-1964,66.38,68.0,106.59,25.5,89.6,55.61,55.9,118.71,12.4,82.0,78.11,80.2,115.08,39.0,104.0,0.02,0.0,0.02,0.0,3.23
173,6-1964,72.55,74.65,99.16,41.0,94.2,62.07,63.0,107.38,25.0,86.4,83.93,86.0,107.18,50.0,111.4,0.03,0.0,0.03,0.0,3.11
174,7-1964,77.11,77.9,60.26,51.1,97.8,66.97,69.1,65.11,38.3,88.3,88.41,89.1,79.63,57.9,111.9,0.03,0.0,0.03,0.0,4.92
175,8-1964,74.36,75.6,84.69,48.0,97.9,64.54,66.0,99.47,33.1,89.2,85.76,87.1,99.39,50.0,111.9,0.03,0.0,0.04,0.0,5.83
176,9-1964,68.46,69.2,100.37,37.8,90.8,58.64,59.4,128.56,22.3,88.3,80.0,81.0,102.55,45.3,106.3,0.03,0.0,0.04,0.0,4.53
177,10-1964,57.96,58.3,97.69,30.6,84.5,47.09,46.9,120.84,17.4,79.3,70.7,72.0,116.71,33.1,102.4,0.02,0.0,0.02,0.0,3.27
178,11-1964,49.74,50.4,194.06,-13.0,80.5,40.79,41.0,205.71,-22.7,77.0,60.52,62.1,216.98,-2.9,91.2,0.03,0.0,0.03,0.0,3.43
179,12-1964,40.33,40.7,256.05,-24.8,77.1,32.46,32.4,276.4,-32.1,74.3,49.94,51.1,280.17,-20.0,89.2,0.03,0.0,0.03,0.0,5.67
180,1-1965,40.22,41.4,251.09,-22.3,74.3,31.64,32.0,260.82,-33.0,70.3,50.99,53.4,289.29,-13.0,88.3,0.02,0.0,0.01,0.0,1.97
181,2-1965,40.66,42.2,233.18,-13.4,75.8,31.71,32.4,253.4,-21.6,73.4,52.11,54.0,254.78,-8.0,86.4,0.02,0.0,0.02,0.0,3.03
182,3-1965,44.59,44.7,208.04,-5.5,81.6,36.05,35.1,217.29,-20.0,77.4,55.35,57.0,243.82,6.1,92.3,0.02,0.0,0.02,0.0,2.2
183,4-1965,58.74,59.4,156.47,18.4,86.1,49.31,48.9,154.35,1.9,77.4,69.91,72.3,184.12,28.9,100.2,0.02,0.0,0.01,0.0,1.89
184,5-1965,67.17,69.5,97.23,30.4,89.0,56.95,57.9,119.82,21.9,87.3,78.43,81.0,95.87,39.0,102.4,0.01,0.0,0.01,0.0,1.77
185,6-1965,71.82,73.8,74.59,44.7,90.9,62.24,64.0,91.96,30.0,85.3,82.45,84.4,76.93,51.1,106.3,0.03,0.0,0.04,0.0,4.96
186,7-1965,76.37,77.4,61.41,50.9,98.7,66.37,68.4,75.26,35.4,91.2,87.32,88.0,68.97,56.3,111.9,0.02,0.0,0.03,0.0,5.16
187,8-1965,75.39,77.2,62.08,43.8,97.6,65.78,68.0,73.03,30.4,89.2,86.5,88.0,71.5,49.3,109.9,0.02,0.0,0.02,0.0,3.07
188,9-1965,69.23,70.3,121.24,25.8,92.2,60.26,62.1,140.91,18.3,83.3,79.97,82.0,123.96,30.9,103.3,0.03,0.0,0.04,0.0,5.71
189,10-1965,60.17,60.3,100.86,26.2,89.3,49.73,49.3,125.88,12.4,79.3,72.3,73.0,117.06,30.4,102.4,0.01,0.0,0.02,0.0,3.5
190,11-1965,52.48,53.9,151.64,1.3,79.0,43.96,44.4,169.77,-6.0,73.4,62.52,64.9,173.04,6.1,96.3,0.02,0.0,0.01,0.0,1.85
191,12-1965,43.7,43.8,154.74,-12.6,77.0,35.85,35.1,171.22,-17.0,70.3,53.46,54.3,178.67,-2.9,84.4,0.02,0.0,0.01,0.0,2.13
192,1-1966,35.76,36.7,247.97,-28.9,76.1,28.12,28.9,265.65,-33.9,72.3,45.19,46.4,266.43,-24.0,81.3,0.03,0.0,0.02,0.0,1.77
193,2-1966,40.17,40.5,200.25,-26.9,76.5,31.93,32.0,227.18,-32.1,73.4,50.32,52.0,210.22,-20.9,83.3,0.03,0.0,0.03,0.0,3.19
194,3-1966,50.04,51.7,159.73,-0.3,77.7,40.17,40.3,167.08,-13.0,72.3,61.61,64.0,187.4,10.0,95.4,0.02,0.0,0.01,0.0,1.85
195,4-1966,57.12,58.3,142.52,14.1,82.7,47.25,46.9,159.34,1.0,76.3,68.51,70.9,170.57,22.1,98.1,0.02,0.0,0.01,0.0,2.32
196,5-1966,65.26,67.0,116.15,28.2,92.9,55.28,55.9,135.92,17.4,85.3,76.43,79.0,128.91,35.4,102.9,0.02,0.0,0.02,0.0,3.15
197,6-1966,72.69,74.7,75.38,36.6,99.5,62.23,63.3,86.32,28.0,90.3,83.8,85.3,85.21,46.0,109.9,0.02,0.0,0.02,0.0,4.06
198,7-1966,78.3,80.1,65.31,43.7,102.0,68.12,70.3,79.62,30.0,94.3,89.35,91.0,72.43,52.3,111.9,0.02,0.0,0.02,0.0,4.57
199,8-1966,75.02,76.0,61.51,44.1,97.2,65.68,66.4,75.38,34.0,89.2,85.71,86.4,74.53,52.0,111.9,0.02,0.0,0.03,0.0,4.92
200,9-1966,69.2,69.9,79.09,41.7,92.7,59.95,60.1,95.72,28.9,89.2,79.96,81.3,92.24,46.0,104.4,0.02,0.0,0.03,0.0,3.78
201,10-1966,59.32,59.6,110.02,24.9,86.8,48.86,48.0,141.2,14.0,81.3,71.55,73.0,117.25,34.3,98.2,0.01,0.0,0.02,0.0,3.54
202,11-1966,51.5,52.2,156.78,1.5,83.2,42.41,42.4,173.65,-7.1,73.9,62.45,64.0,173.88,5.0,99.0,0.02,0.0,0.02,0.0,4.33
203,12-1966,41.17,41.2,204.41,-13.8,76.2,33.14,33.1,212.71,-20.9,73.0,51.11,51.4,242.95,-9.0,87.3,0.02,0.0,0.02,0.0,2.28
204,1-1967,41.78,42.2,200.85,-20.0,78.0,33.02,32.4,217.37,-27.9,70.3,52.62,54.0,235.44,-14.1,85.3,0.02,0.0,0.02,0.0,2.87
205,2-1967,40.65,42.3,243.63,-23.1,75.5,31.25,32.4,257.82,-36.0,71.2,52.29,54.3,271.83,-18.0,84.9,0.02,0.0,0.02,0.0,2.13
206,3-1967,51.41,53.6,248.1,-8.3,84.2,41.65,42.1,248.92,-20.9,79.3,63.06,66.4,288.26,1.9,96.1,0.02,0.0,0.01,0.0,2.24
207,4-1967,59.08,60.15,179.64,14.1,89.9,49.73,49.3,188.81,3.9,83.3,70.05,73.0,190.91,24.1,100.2,0.02,0.0,0.02,0.0,3.82
208,5-1967,63.76,63.9,137.79,19.4,94.2,53.38,53.1,134.87,1.9,90.3,75.02,76.3,169.61,26.1,106.3,0.02,0.0,0.02,0.0,2.83
209,6-1967,72.67,74.1,81.18,42.4,94.7,63.09,64.0,85.32,32.4,85.3,83.12,84.4,91.22,48.2,109.4,0.03,0.0,0.03,0.0,3.15
210,7-1967,75.94,76.7,59.02,42.9,99.1,66.58,68.0,63.35,34.0,92.3,86.41,87.1,74.62,52.3,113.0,0.03,0.0,0.02,0.0,2.52
211,8-1967,75.03,75.8,56.42,46.8,98.6,65.34,66.4,65.35,33.1,90.3,85.74,86.0,76.08,51.3,112.3,0.02,0.0,0.03,0.0,3.66
212,9-1967,68.5,69.2,68.28,37.6,93.5,58.96,59.9,95.23,22.3,85.3,79.39,80.2,73.23,42.4,106.0,0.02,0.0,0.02,0.0,2.68
213,10-1967,60.27,61.4,106.57,23.6,88.6,49.9,50.0,116.7,15.1,78.3,72.13,74.3,132.83,28.9,98.1,0.02,0.0,0.02,0.0,5.31
214,11-1967,49.4,49.8,159.96,3.1,81.2,40.68,39.9,162.37,-4.9,75.4,59.61,61.0,204.65,10.9,91.2,0.02,0.0,0.01,0.0,1.42
215,12-1967,42.38,42.0,218.2,-27.1,78.3,34.68,34.0,229.02,-35.0,74.3,51.73,52.0,246.68,-18.0,86.4,0.03,0.0,0.03,0.0,3.58
216,1-1968,37.68,38.5,266.32,-27.0,74.2,29.74,30.9,289.92,-35.0,71.2,47.6,48.4,292.36,-16.1,88.3,0.02,0.0,0.01,0.0,2.2
217,2-1968,39.64,40.9,204.23,-10.1,72.5,30.83,31.3,213.9,-22.5,68.4,50.25,52.3,230.89,-0.9,89.2,0.01,0.0,0.01,0.0,1.61
218,3-1968,49.9,51.0,155.99,0.7,79.1,40.01,40.3,164.71,-15.5,77.4,61.51,63.3,180.18,14.0,89.2,0.02,0.0,0.02,0.0,3.19
219,4-1968,58.57,59.3,116.21,17.9,89.5,48.26,48.0,142.74,5.0,88.0,69.99,72.0,120.45,26.1,98.4,0.02,0.0,0.01,0.0,2.72
220,5-1968,64.65,65.0,98.93,34.4,90.6,54.88,54.3,118.74,19.0,83.3,75.33,76.3,110.16,39.0,105.1,0.02,0.0,0.02,0.0,2.76
221,6-1968,73.29,75.4,81.39,44.7,103.3,63.44,64.9,84.11,30.0,91.2,83.9,86.0,101.77,46.9,113.0,0.03,0.0,0.04,0.0,4.33
222,7-1968,76.6,78.0,52.03,43.5,97.6,66.95,69.1,63.2,35.1,90.3,87.15,88.3,61.45,51.3,111.4,0.02,0.0,0.04,0.0,5.31
223,8-1968,75.72,78.0,75.09,47.6,96.8,66.3,69.1,85.45,34.0,94.3,86.32,88.3,82.18,55.0,109.2,0.02,0.0,0.02,0.0,3.43
224,9-1968,69.88,70.4,66.5,34.3,98.1,59.64,59.9,87.98,21.0,85.3,81.3,82.9,77.47,39.0,110.3,0.02,0.0,0.02,0.0,2.87
225,10-1968,61.75,62.5,112.69,31.1,84.9,51.88,51.7,142.34,17.4,82.4,73.17,75.0,122.29,35.1,99.0,0.02,0.0,0.03,0.0,5.2
226,11-1968,49.27,49.2,132.32,8.2,79.1,40.98,39.9,131.15,-0.9,77.0,58.98,59.4,174.24,21.4,94.3,0.03,0.0,0.03,0.0,2.52
227,12-1968,40.03,40.6,208.62,-37.1,75.1,31.59,31.3,216.61,-44.0,72.0,50.11,52.0,239.43,-24.0,86.4,0.03,0.0,0.02,0.0,2.44
228,1-1969,40.04,41.2,271.61,-24.1,75.3,32.46,33.4,286.1,-35.0,72.0,49.57,51.1,304.03,-20.0,91.2,0.02,0.0,0.02,0.0,2.36
229,2-1969,41.94,42.2,166.75,-17.0,76.0,34.24,34.3,173.37,-24.0,72.3,51.08,52.0,203.71,-8.0,86.4,0.02,0.0,0.02,0.0,1.89
230,3-1969,44.89,45.6,171.9,-4.0,82.0,35.61,35.4,169.85,-14.1,76.3,55.6,56.3,215.16,6.1,94.3,0.02,0.0,0.02,0.0,2.6
231,4-1969,59.32,60.35,110.25,18.9,84.3,49.25,48.9,126.77,7.0,77.4,70.58,72.3,119.59,28.9,97.3,0.02,0.0,0.02,0.0,3.66
232,5-1969,66.49,67.9,92.88,34.8,95.3,56.21,57.0,101.6,24.1,85.3,77.44,79.0,107.77,40.3,109.0,0.02,0.0,0.03,0.0,3.66
233,6-1969,73.01,74.3,98.32,38.2,97.6,63.43,64.0,100.5,28.9,94.3,83.43,85.3,111.99,43.0,111.2,0.02,0.0,0.02,0.0,2.76
234,7-1969,78.52,80.1,71.43,41.7,101.4,68.91,71.1,75.3,34.3,93.4,88.92,90.3,87.2,50.4,116.1,0.03,0.0,0.03,0.0,3.23
235,8-1969,77.23,77.6,55.92,45.3,104.9,67.09,68.0,68.25,35.1,99.3,88.18,88.0,72.7,54.3,117.3,0.02,0.0,0.04,0.0,5.87
236,9-1969,70.71,71.7,74.76,39.4,99.1,61.42,62.4,92.47,30.4,88.3,81.26,82.4,87.69,46.9,110.3,0.02,0.0,0.03,0.0,4.69
237,10-1969,59.51,60.4,156.34,14.5,86.8,50.63,50.4,171.27,5.4,82.9,69.93,72.0,172.33,19.9,102.9,0.02,0.0,0.01,0.0,2.17
238,11-1969,49.36,49.2,137.29,8.9,79.4,40.09,39.9,152.12,0.0,77.0,60.43,61.3,161.75,17.1,92.3,0.02,0.0,0.02,0.0,5.24
239,12-1969,41.91,42.6,171.55,-5.0,76.3,33.95,33.4,167.7,-20.0,72.3,51.26,53.1,227.18,3.9,82.9,0.03,0.0,0.03,0.0,3.23
240,1-1970,35.56,37.3,288.75,-25.1,73.6,27.33,28.9,304.1,-34.1,69.3,45.46,47.3,326.53,-17.0,84.4,0.02,0.0,0.01,0.0,2.4
241,2-1970,42.78,44.5,191.57,-16.1,75.8,33.14,34.0,214.19,-27.0,70.3,54.45,57.4,213.61,-9.0,86.4,0.02,0.0,0.01,0.0,1.85
242,3-1970,47.29,47.9,176.58,-2.6,85.9,38.57,38.3,180.87,-16.1,83.3,57.64,59.4,214.44,6.1,92.3,0.03,0.0,0.02,0.0,2.28
243,4-1970,58.53,59.6,164.6,13.5,86.6,48.52,47.3,189.47,0.0,82.9,69.71,72.3,173.88,27.3,101.3,0.02,0.0,0.02,0.0,3.15
244,5-1970,67.34,69.7,97.95,32.6,100.3,56.51,57.4,107.22,21.0,90.3,78.71,81.3,110.13,37.9,112.3,0.02,0.0,0.02,0.0,2.28
245,6-1970,73.85,75.0,79.0,43.2,105.8,63.63,64.4,86.07,30.9,95.4,84.46,85.3,95.3,49.3,118.2,0.02,0.0,0.03,0.0,3.78
246,7-1970,78.13,79.1,54.11,50.7,105.4,67.99,69.3,60.45,41.0,93.4,89.05,90.0,67.0,54.0,117.3,0.02,0.0,0.02,0.0,3.11
247,8-1970,77.86,78.7,52.56,51.3,102.5,67.81,69.3,68.61,37.0,90.3,88.73,89.2,63.61,57.9,112.3,0.02,0.0,0.03,0.0,3.19
248,9-1970,71.74,74.1,108.65,30.8,99.8,62.14,64.0,134.02,19.9,86.4,82.84,86.0,114.45,35.4,110.3,0.02,0.0,0.02,0.0,3.39
249,10-1970,60.45,61.4,121.53,24.1,84.1,51.37,52.0,148.1,16.0,81.3,71.06,72.0,130.43,32.0,102.4,0.02,0.0,0.02,0.0,2.76
250,11-1970,49.57,50.3,135.46,-3.3,79.1,40.45,40.3,140.2,-14.1,74.3,60.34,62.1,175.76,9.0,90.3,0.02,0.0,0.01,0.0,2.24
251,12-1970,44.16,45.1,243.79,-18.0,76.9,35.63,36.0,247.99,-25.1,75.0,54.07,55.9,285.25,-8.0,89.2,0.02,0.0,0.02,0.0,2.28
252,1-1971,39.63,40.6,316.61,-28.9,76.8,31.18,32.0,322.67,-35.0,73.9,50.22,52.0,383.51,-22.0,93.4,0.03,0.0,0.01,0.0,1.89
253,2-1971,43.14,43.7,257.74,-10.7,77.0,34.37,34.0,261.91,-26.5,73.0,53.92,56.3,308.35,-4.5,89.2,0.06,0.0,0.05,0.0,2.38
254,3-1971,48.71,49.55,199.19,5.5,82.2,39.15,37.9,190.66,-8.7,75.4,60.05,62.1,265.9,14.0,100.9,0.05,0.0,0.05,0.0,5.43
255,4-1971,57.85,58.1,141.89,19.6,87.0,47.17,46.65,157.53,10.4,83.3,69.46,71.1,163.69,27.3,99.3,0.03,0.0,0.03,0.0,3.39
256,5-1971,65.37,65.6,95.29,38.9,92.6,55.38,55.0,113.76,27.0,83.3,75.97,77.4,108.37,46.0,108.3,0.05,0.0,0.04,0.0,2.99
257,6-1971,74.83,77.0,75.42,46.6,97.0,65.07,68.0,87.5,32.4,91.2,85.22,87.3,83.97,53.1,109.9,0.05,0.0,0.05,0.0,3.11
258,7-1971,76.83,77.9,59.01,52.3,100.2,67.41,70.0,70.47,37.9,88.0,87.04,88.0,70.1,57.0,113.0,0.07,0.0,0.06,0.0,2.68
259,8-1971,75.36,76.3,40.43,50.4,93.6,66.33,68.0,57.28,37.0,87.3,85.22,86.0,49.88,56.3,108.0,0.07,0.0,0.1,0.0,6.06
260,9-1971,71.7,74.3,91.91,36.6,93.4,63.17,66.0,112.11,25.0,82.4,81.45,84.0,98.34,42.1,114.1,0.05,0.0,0.06,0.0,4.88
261,10-1971,64.02,64.9,104.36,11.1,89.1,55.55,55.9,132.06,0.0,83.3,73.83,75.0,109.48,16.0,104.0,0.05,0.0,0.05,0.0,2.52
262,11-1971,51.2,51.5,159.26,-3.5,80.0,42.67,41.4,160.88,-15.0,77.0,61.11,63.0,198.27,8.1,90.0,0.04,0.0,0.03,0.0,2.32
263,12-1971,46.81,47.1,229.81,-7.9,79.6,39.74,39.9,247.46,-23.1,77.4,55.4,55.9,251.75,-5.1,85.3,0.07,0.0,0.07,0.0,5.12
264,1-1972,41.6,42.0,291.29,-24.8,77.2,33.29,33.1,313.31,-33.0,72.0,52.36,54.0,310.99,-18.9,89.1,0.05,0.0,0.04,0.0,2.73
265,2-1972,42.62,43.8,238.57,-5.1,73.8,33.79,34.0,240.05,-20.9,69.1,53.9,55.9,293.54,5.0,89.1,0.06,0.0,0.04,0.0,1.85
266,3-1972,51.79,53.9,202.44,-5.8,80.0,42.29,43.0,205.09,-20.0,73.9,63.25,66.0,251.98,3.9,95.0,0.05,0.0,0.04,0.0,2.24
267,4-1972,59.05,60.4,179.61,14.0,85.4,48.98,48.9,192.78,5.0,79.0,70.55,73.0,201.89,21.0,102.0,0.04,0.0,0.03,0.0,2.36
268,5-1972,66.4,67.5,80.11,37.5,89.2,56.57,57.9,90.77,21.4,78.1,76.7,78.1,92.57,43.0,102.0,0.07,0.0,0.06,0.0,3.74
269,6-1972,73.28,74.5,77.36,42.8,102.4,63.74,64.0,83.69,33.1,82.9,83.49,84.9,94.93,53.1,115.0,0.09,0.0,0.15,0.0,5.51
270,7-1972,76.74,78.3,60.16,45.5,106.2,67.47,69.1,64.04,37.0,89.1,86.73,88.0,71.1,55.9,116.1,0.06,0.0,0.05,0.0,3.54
271,8-1972,75.78,76.8,59.37,46.7,107.0,66.55,68.0,63.99,32.9,90.0,86.01,87.1,67.53,52.0,116.1,0.05,0.0,0.04,0.0,2.87
272,9-1972,70.75,72.0,107.79,32.1,96.2,61.89,64.0,125.04,25.2,84.9,80.99,82.9,106.81,38.8,105.1,0.06,0.0,0.07,0.0,7.28
273,10-1972,59.16,59.9,160.59,9.2,89.8,50.55,51.1,161.97,-5.1,80.1,69.34,70.0,180.87,23.0,102.9,0.05,0.0,0.08,0.0,6.56
274,11-1972,47.18,46.4,157.09,10.9,79.5,40.35,39.9,150.91,-7.1,77.9,55.46,55.0,199.99,18.0,88.0,0.09,0.0,0.1,0.0,3.35
275,12-1972,40.67,41.9,279.7,-25.8,78.8,33.35,34.0,286.14,-36.0,75.9,49.97,52.0,324.8,-17.0,87.1,0.07,0.0,0.05,0.0,2.83
276,1-1973,34.13,35.3,266.92,-26.5,79.0,26.43,28.0,282.75,-40.0,78.1,43.54,43.9,296.39,-16.6,98.6,0.15,0.0,0.29,0.0,11.81
277,2-1973,37.03,36.8,211.56,-17.2,79.0,28.81,30.0,232.74,-41.1,75.0,47.2,46.9,229.93,-8.0,84.9,0.19,0.0,0.36,0.0,10.63
278,3-1973,48.37,47.6,140.28,4.7,82.3,40.41,39.9,156.29,-12.1,77.0,58.14,57.9,160.47,10.4,95.0,0.23,0.0,0.57,0.0,13.78
279,4-1973,52.92,53.0,146.12,0.4,91.5,43.49,43.0,162.1,-15.2,83.8,63.7,64.9,165.92,4.1,104.0,0.23,0.0,0.68,0.0,14.17
280,5-1973,62.11,61.8,110.29,24.3,99.2,51.51,51.1,121.53,11.1,90.9,73.43,73.9,136.04,26.6,110.8,0.17,0.0,0.61,0.0,14.17
281,6-1973,71.79,73.1,83.86,7.4,106.3,60.63,61.9,104.24,6.1,97.9,83.24,84.9,95.68,8.1,122.9,0.12,0.0,0.14,0.0,18.03
282,7-1973,75.11,76.1,66.47,21.8,105.2,64.05,64.9,87.49,0.1,102.9,86.64,88.0,78.21,27.0,118.0,0.1,0.0,0.11,0.0,8.03
283,8-1973,74.41,75.7,64.41,16.9,101.2,63.4,64.9,84.52,0.1,92.8,86.05,87.8,76.37,27.0,115.0,0.08,0.0,0.1,0.0,14.61
284,9-1973,67.31,67.8,112.13,11.1,95.2,57.26,57.9,146.31,5.0,90.0,78.81,80.1,118.03,19.0,111.9,0.12,0.0,0.15,0.0,7.76
285,10-1973,59.15,59.5,119.09,8.7,88.8,48.43,47.8,148.95,5.0,84.9,71.56,72.9,131.87,10.9,104.0,0.08,0.0,0.09,0.0,7.2
286,11-1973,47.48,47.2,203.69,-7.5,82.9,38.74,37.9,203.08,-16.1,79.0,57.88,57.9,248.75,0.9,95.9,0.1,0.0,0.13,0.0,18.23
287,12-1973,38.02,37.9,228.04,-25.3,78.7,29.54,30.0,226.04,-35.0,75.9,48.35,48.2,275.91,-19.8,99.0,0.11,0.0,0.11,0.0,18.03
288,1-1974,36.09,37.4,393.55,-27.4,89.2,28.08,30.2,426.94,-40.0,75.9,45.9,46.9,416.62,-18.0,99.0,0.1,0.0,0.15,0.0,18.15
289,2-1974,37.99,38.5,249.38,-24.0,79.5,27.96,28.9,257.47,-32.8,75.9,49.91,50.9,295.47,-10.8,90.9,0.07,0.0,0.05,0.0,8.11
290,3-1974,47.55,47.4,238.75,-13.9,91.0,37.74,37.0,239.54,-29.9,80.1,59.26,60.1,275.32,-7.8,100.0,0.09,0.0,0.09,0.0,17.09
291,4-1974,55.23,55.6,150.61,6.5,87.9,43.86,43.0,162.04,-19.1,81.0,67.59,69.1,169.63,10.9,100.0,0.08,0.0,0.12,0.0,18.07
292,5-1974,63.12,63.2,138.24,10.8,99.9,52.31,52.0,157.36,1.4,93.0,74.39,75.0,154.83,15.1,111.9,0.11,0.0,0.11,0.0,8.54
293,6-1974,70.62,70.8,90.58,14.7,109.2,58.82,59.0,99.45,9.0,105.1,82.03,82.9,111.65,21.0,120.9,0.1,0.0,0.12,0.0,12.44
294,7-1974,75.86,76.8,68.67,7.0,106.2,64.3,64.9,81.13,6.3,104.0,87.35,89.1,82.72,7.2,118.0,0.08,0.0,0.1,0.0,13.11
295,8-1974,72.84,73.3,60.61,40.7,99.7,62.26,63.0,88.49,24.3,95.0,84.02,84.9,69.5,46.0,115.0,0.12,0.0,0.14,0.0,11.02
296,9-1974,65.23,65.1,106.67,19.8,103.8,54.52,55.0,145.7,10.9,90.0,77.0,77.0,116.34,28.4,111.9,0.1,0.0,0.12,0.0,10.12
297,10-1974,56.58,56.8,114.6,3.3,89.4,45.48,45.0,141.14,0.0,82.9,69.0,70.0,131.9,10.9,104.0,0.06,0.0,0.09,0.0,18.07
298,11-1974,46.36,45.6,156.12,-6.5,88.7,37.46,36.0,164.29,-12.8,77.0,56.72,55.9,186.74,1.2,95.0,0.07,0.0,0.07,0.0,10.47
299,12-1974,38.16,36.9,166.05,-14.3,88.7,29.99,30.0,189.53,-27.8,80.6,47.27,46.0,190.53,3.2,105.8,0.08,0.0,0.08,0.0,18.03
300,1-1975,36.9,36.6,261.4,-19.2,80.2,28.05,28.9,280.3,-32.1,75.9,47.09,46.0,295.46,-17.9,99.0,0.09,0.0,0.07,0.0,10.16
301,2-1975,37.19,36.7,275.02,-17.7,80.8,28.59,30.0,295.37,-35.0,77.0,47.13,46.0,310.18,-10.8,95.0,0.09,0.0,0.07,0.0,5.04
302,3-1975,42.53,41.8,227.75,-13.7,91.8,33.43,33.1,230.79,-23.1,88.0,52.97,52.0,272.97,-6.9,99.0,0.11,0.0,0.09,0.0,7.2
303,4-1975,50.68,50.0,192.98,-0.2,89.0,40.78,39.9,202.17,-20.9,87.1,61.31,61.0,225.49,4.1,106.0,0.08,0.0,0.08,0.0,11.18
304,5-1975,64.11,64.6,112.6,21.0,92.8,53.12,53.1,135.18,3.2,89.1,75.48,77.0,121.51,25.2,106.0,0.09,0.0,0.09,0.0,10.55
305,6-1975,70.48,72.0,91.21,27.0,100.0,59.89,60.1,108.49,22.1,91.9,81.28,82.9,102.58,35.1,111.9,0.1,0.0,0.1,0.0,7.17
306,7-1975,75.42,76.3,53.93,39.0,105.8,64.68,66.0,68.33,31.1,100.0,86.35,87.1,65.87,46.9,117.0,0.11,0.0,0.15,0.0,10.51
307,8-1975,73.96,75.3,70.47,3.9,101.8,63.37,64.9,91.93,1.2,91.9,85.26,87.1,80.36,11.1,116.1,0.1,0.0,0.11,0.0,12.68
308,9-1975,65.59,64.7,101.19,10.2,95.5,55.32,55.0,135.73,10.2,95.0,76.85,77.0,119.03,15.3,109.9,0.1,0.0,0.11,0.0,13.35
309,10-1975,58.38,58.5,124.69,1.4,89.7,48.17,48.0,149.84,0.1,89.1,69.86,71.1,148.14,2.1,104.0,0.07,0.0,0.08,0.0,6.02
310,11-1975,48.12,49.2,216.35,-13.4,84.3,38.87,37.9,232.36,-24.9,79.9,58.72,61.0,250.69,1.2,96.1,0.06,0.0,0.05,0.0,6.06
311,12-1975,38.31,38.1,208.96,-23.1,81.5,29.99,30.2,219.06,-32.1,75.0,48.11,48.0,250.86,-11.7,99.0,0.06,0.0,0.05,0.0,5.63
